zipcode,city,state,county,citytype,timezone,dst,classificationcode
00501,HOLTSVILLE,NY,SUFFOLK,N,5,Y,U
00501,HOLTSVILLE,NY,SUFFOLK,P,5,Y,U
00544,HOLTSVILLE,NY,SUFFOLK,N,5,Y,U
00544,HOLTSVILLE,NY,SUFFOLK,P,5,Y,U
00601,ADJUNTAS,PR,ADJUNTAS,P,4,N, 
00601,ADJUNTAS,PR,ADJUNTAS,U,4,N, 
00601,ADJUNTAS,PR,ADJUNTAS,U,4,N, 
00601,ADJUNTAS,PR,ADJUNTAS,U,4,N, 
00602,AGUADA,PR,AGUADA,U,4,N, 
00602,AGUADA,PR,AGUADA,U,4,N, 
00602,AGUADA,PR,AGUADA,U,4,N, 
00602,AGUADA,PR,AGUADA,U,4,N, 
00602,AGUADA,PR,AGUADA,U,4,N, 
00602,AGUADA,PR,AGUADA,P,4,N, 
00602,AGUADA,PR,AGUADA,U,4,N, 
00602,AGUADA,PR,AGUADA,U,4,N, 
00602,AGUADA,PR,AGUADA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,N,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,P,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00603,AGUADILLA,PR,AGUADILLA,U,4,N, 
00604,AGUADILLA,PR,AGUADILLA,Z,4,N,P
00604,AGUADILLA,PR,AGUADILLA,Z,4,N,P
00605,AGUADILLA,PR,AGUADILLA,Z,4,N,P
00606,MARICAO,PR,MARICAO,U,4,N, 
00606,MARICAO,PR,MARICAO,P,4,N, 
00610,ANASCO,PR,ANASCO,P,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00610,ANASCO,PR,ANASCO,U,4,N, 
00611,ANGELES,PR,UTUADO,Z,4,N,P
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,P,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00612,ARECIBO,PR,ARECIBO,U,4,N, 
00613,ARECIBO,PR,ARECIBO,Z,4,N,P
00614,ARECIBO,PR,ARECIBO,Z,4,N,P
00616,BAJADERO,PR,ARECIBO,U,4,N, 
00616,BAJADERO,PR,ARECIBO,P,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,P,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00617,BARCELONETA,PR,BARCELONETA,U,4,N, 
00622,BOQUERON,PR,CABO ROJO,U,4,N, 
00622,BOQUERON,PR,CABO ROJO,P,4,N, 
00623,CABO ROJO,PR,CABO ROJO,P,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00623,CABO ROJO,PR,CABO ROJO,U,4,N, 
00624,PENUELAS,PR,PENUELAS,P,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00624,PENUELAS,PR,PENUELAS,U,4,N, 
00627,CAMUY,PR,CAMUY,U,4,N, 
00627,CAMUY,PR,CAMUY,U,4,N, 
00627,CAMUY,PR,CAMUY,P,4,N, 
00627,CAMUY,PR,CAMUY,U,4,N, 
00627,CAMUY,PR,CAMUY,U,4,N, 
00627,CAMUY,PR,CAMUY,U,4,N, 
00627,CAMUY,PR,CAMUY,U,4,N, 
00631,CASTANER,PR,LARES,Z,4,N,P
00631,CASTANER,PR,LARES,Z,4,N,P
00636,ROSARIO,PR,SAN GERMAN,Z,4,N,P
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,P,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00637,SABANA GRANDE,PR,SABANA GRANDE,U,4,N, 
00638,CIALES,PR,CIALES,U,4,N, 
00638,CIALES,PR,CIALES,U,4,N, 
00638,CIALES,PR,CIALES,P,4,N, 
00638,CIALES,PR,CIALES,U,4,N, 
00638,CIALES,PR,CIALES,U,4,N, 
00638,CIALES,PR,CIALES,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,P,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00641,UTUADO,PR,UTUADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,P,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00646,DORADO,PR,DORADO,U,4,N, 
00647,ENSENADA,PR,GUANICA,P,4,N, 
00647,ENSENADA,PR,GUANICA,U,4,N, 
00650,FLORIDA,PR,FLORIDA,U,4,N, 
00650,FLORIDA,PR,FLORIDA,U,4,N, 
00650,FLORIDA,PR,FLORIDA,U,4,N, 
00650,FLORIDA,PR,FLORIDA,U,4,N, 
00650,FLORIDA,PR,FLORIDA,U,4,N, 
00650,FLORIDA,PR,FLORIDA,U,4,N, 
00650,FLORIDA,PR,FLORIDA,U,4,N, 
00650,FLORIDA,PR,FLORIDA,P,4,N, 
00652,GARROCHALES,PR,ARECIBO,P,4,N, 
00652,GARROCHALES,PR,ARECIBO,U,4,N, 
00652,GARROCHALES,PR,ARECIBO,U,4,N, 
00653,GUANICA,PR,GUANICA,U,4,N, 
00653,GUANICA,PR,GUANICA,U,4,N, 
00653,GUANICA,PR,GUANICA,U,4,N, 
00653,GUANICA,PR,GUANICA,U,4,N, 
00653,GUANICA,PR,GUANICA,U,4,N, 
00653,GUANICA,PR,GUANICA,P,4,N, 
00653,GUANICA,PR,GUANICA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,P,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00656,GUAYANILLA,PR,GUAYANILLA,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,P,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00659,HATILLO,PR,HATILLO,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,P,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00660,HORMIGUEROS,PR,HORMIGUEROS,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,P,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
00662,ISABELA,PR,ISABELA,U,4,N, 
